Year,State,State ANSI,County,ACRES Planted,ACRES Harvested,Acres Loss,Hectare Planted,Hectare Harvested,Hectare Loss,% of Loss
2022,MARYLAND,24,Calvert,"1,900","1,110",790,768.9034,449.20146,319.70194,0.415789474
2022,MARYLAND,24,St. Mary's,"8,600","5,690","2,910",3480.2996,2302.66334,1177.63626,0.338372093
2022,MARYLAND,24,Caroline,"24,400","13,900","10,500",9874.3384,5625.1354,4249.203,0.430327869
2022,MARYLAND,24,Cecil,"14,300","5,270","9,030",5787.0098,2132.69522,3654.31458,0.631468531
2022,MARYLAND,24,Kent,"41,400","18,700","22,700",16754.0004,7567.6282,9186.3722,0.548309179
2022,MARYLAND,24,Queen Anne's,"52,200","20,600","31,600",21124.6092,8336.5316,12788.0776,0.605363985
2022,MARYLAND,24,Talbot,"45,600","21,500","24,100",18453.6816,8700.749,9752.9326,0.528508772
2022,MICHIGAN,26,Gladwin,"2,400","2,190",210,971.2464,886.26234,84.98406,0.0875
2022,MICHIGAN,26,Gratiot,"18,000","15,600","2,400",7284.348,6313.1016,971.2464,0.133333333
2022,MICHIGAN,26,Mecosta,"2,700","2,410",290,1092.6522,975.29326,117.35894,0.107407407
2022,MICHIGAN,26,Montcalm,"14,300","13,000","1,300",5787.0098,5260.918,526.0918,0.090909091
2022,MICHIGAN,26,Osceola,"1,400","1,250",150,566.5604,505.8575,60.7029,0.107142857
2022,MICHIGAN,26,Arenac,"6,700","5,530","1,170",2711.3962,2237.91358,473.48262,0.174626866
2022,MICHIGAN,26,Bay,"12,700","11,300","1,400",5139.5122,4572.9518,566.5604,0.11023622
2022,MICHIGAN,26,Huron,"73,000","67,100","5,900",29542.078,27154.4306,2387.6474,0.080821918
2022,MICHIGAN,26,Saginaw,"15,100","13,800","1,300",6110.7586,5584.6668,526.0918,0.086092715
2022,MICHIGAN,26,Sanilac,"47,500","44,500","3,000",19222.585,18008.527,1214.058,0.063157895
2022,MICHIGAN,26,Tuscola,"30,600","28,500","2,100",12383.3916,11533.551,849.8406,0.068627451
2022,MICHIGAN,26,Ogemaw,"2,600","2,320",280,1052.1836,938.87152,113.31208,0.107692308
2022,MICHIGAN,26,Otsego,"1,000",890,110,404.686,360.17054,44.51546,0.11
2022,MICHIGAN,26,Presque Isle,"3,400","3,120",280,1375.9324,1262.62032,113.31208,0.082352941
2022,MICHIGAN,26,Grand Traverse,"1,200","1,070",130,485.6232,433.01402,52.60918,0.108333333
2022,MICHIGAN,26,Barry,"7,100","6,490",610,2873.2706,2626.41214,246.85846,0.085915493
2022,MICHIGAN,26,Branch,"2,800","2,500",300,1133.1208,1011.715,121.4058,0.107142857
2022,MICHIGAN,26,Calhoun,"4,400","3,990",410,1780.6184,1614.69714,165.92126,0.093181818
2022,MICHIGAN,26,Clinton,"15,800","14,400","1,400",6394.0388,5827.4784,566.5604,0.088607595
2022,MICHIGAN,26,Eaton,"15,900","14,700","1,200",6434.5074,5948.8842,485.6232,0.075471698
2022,MICHIGAN,26,Hillsdale,"6,200","5,620",580,2509.0532,2274.33532,234.71788,0.093548387
2022,MICHIGAN,26,Ingham,"13,500","12,000","1,500",5463.261,4856.232,607.029,0.111111111
2022,MICHIGAN,26,Ionia,"12,500","11,300","1,200",5058.575,4572.9518,485.6232,0.096
2022,MICHIGAN,26,Jackson,"7,500","6,690",810,3035.145,2707.34934,327.79566,0.108
2022,MICHIGAN,26,Shiawassee,"11,900","10,900","1,000",4815.7634,4411.0774,404.686,0.084033613
2022,MICHIGAN,26,St. Joseph,"4,400","3,580",820,1780.6184,1448.77588,331.84252,0.186363636
2022,MICHIGAN,26,Genesee,"2,400","2,130",270,971.2464,861.98118,109.26522,0.1125
2022,MICHIGAN,26,Lapeer,"4,800","4,400",400,1942.4928,1780.6184,161.8744,0.083333333
2022,MICHIGAN,26,Lenawee,"20,000","17,800","2,200",8093.72,7203.4108,890.3092,0.11
2022,MICHIGAN,26,Livingston,"4,900","4,480",420,1982.9614,1812.99328,169.96812,0.085714286
2022,MICHIGAN,26,Macomb,"1,200","1,000",200,485.6232,404.686,80.9372,0.166666667
2022,MICHIGAN,26,Monroe,"11,100","10,200",900,4492.0146,4127.7972,364.2174,0.081081081
2022,MICHIGAN,26,Oakland,700,640,60,283.2802,258.99904,24.28116,0.085714286
2022,MICHIGAN,26,St. Clair,"5,700","5,090",610,2306.7102,2059.85174,246.85846,0.107017544
2022,MICHIGAN,26,Washtenaw,"9,500","8,700",800,3844.517,3520.7682,323.7488,0.084210526
2022,MICHIGAN,26,Allegan,"6,400","5,450",950,2589.9904,2205.5387,384.4517,0.1484375
2022,MICHIGAN,26,Cass,"1,500",970,530,607.029,392.54542,214.48358,0.353333333
2022,MICHIGAN,26,Kalamazoo,"2,900","2,520",380,1173.5894,1019.80872,153.78068,0.131034483
2022,MICHIGAN,26,Kent,"4,100","3,760",340,1659.2126,1521.61936,137.59324,0.082926829
2022,MICHIGAN,26,Mason,"4,400","4,020",380,1780.6184,1626.83772,153.78068,0.086363636
2022,MICHIGAN,26,Muskegon,"3,000","2,660",340,1214.058,1076.46476,137.59324,0.113333333
2022,MICHIGAN,26,Newaygo,"3,200","2,940",260,1294.9952,1189.77684,105.21836,0.08125
2022,MICHIGAN,26,Oceana,"2,800","2,560",240,1133.1208,1035.99616,97.12464,0.085714286
2022,MISSISSIPPI,28,Carroll,"1,500","1,250",250,607.029,505.8575,101.1715,0.166666667
2022,MISSISSIPPI,28,Holmes,"2,700","2,560",140,1092.6522,1035.99616,56.65604,0.051851852
2022,MISSISSIPPI,28,Clay,700,590,110,283.2802,238.76474,44.51546,0.157142857
2022,MISSISSIPPI,28,Monroe,"1,600","1,380",220,647.4976,558.46668,89.03092,0.1375
2022,MISSISSIPPI,28,Humphreys,"1,500",990,510,607.029,400.63914,206.38986,0.34
2022,MISSISSIPPI,28,Sharkey,"1,100",890,210,445.1546,360.17054,84.98406,0.190909091
2022,MISSISSIPPI,28,Sunflower,"7,600","5,880","1,720",3075.6136,2379.55368,696.05992,0.226315789
2022,MISSISSIPPI,28,Yazoo,"4,900","4,230",670,1982.9614,1711.82178,271.13962,0.136734694
2022,MISSISSIPPI,28,DeSoto,"3,200","3,090",110,1294.9952,1250.47974,44.51546,0.034375
2022,MISSISSIPPI,28,Adams,"2,200","2,130",70,890.3092,861.98118,28.32802,0.031818182
2022,MISSISSIPPI,28,Bolivar,"7,000","2,700","4,300",2832.802,1092.6522,1740.1498,0.614285714
2022,MISSISSIPPI,28,Coahoma,"6,000","5,820",180,2428.116,2355.27252,72.84348,0.03
2022,MISSISSIPPI,28,Tallahatchie,"7,000","4,200","2,800",2832.802,1699.6812,1133.1208,0.4
2022,MISSISSIPPI,28,Tunica,"2,300","1,770",530,930.7778,716.29422,214.48358,0.230434783
2022,MISSOURI,29,Benton,"2,200","1,520",680,890.3092,615.12272,275.18648,0.309090909
2022,MISSOURI,29,Boone,"5,300","3,730","1,570",2144.8358,1509.47878,635.35702,0.296226415
2022,MISSOURI,29,Callaway,"9,900","6,870","3,030",4006.3914,2780.19282,1226.19858,0.306060606
2022,MISSOURI,29,Cole,"1,200",420,780,485.6232,169.96812,315.65508,0.65
2022,MISSOURI,29,Cooper,"13,000","8,730","4,270",5260.918,3532.90878,1728.00922,0.328461538
2022,MISSOURI,29,Howard,"5,000","3,340","1,660",2023.43,1351.65124,671.77876,0.332
2022,MISSOURI,29,Miller,"1,400",760,640,566.5604,307.56136,258.99904,0.457142857
2022,MISSOURI,29,Moniteau,"4,100","2,310","1,790",1659.2126,934.82466,724.38794,0.436585366
2022,MISSOURI,29,Morgan,"2,400","1,280","1,120",971.2464,517.99808,453.24832,0.466666667
2022,MISSOURI,29,Osage,"1,700",810,890,687.9662,327.79566,360.17054,0.523529412
2022,MISSOURI,29,Polk,"2,400","1,140","1,260",971.2464,461.34204,509.90436,0.525
2022,MISSOURI,29,Saline,"4,400","3,070","1,330",1780.6184,1242.38602,538.23238,0.302272727
2022,MISSOURI,29,Franklin,"3,400","1,910","1,490",1375.9324,772.95026,602.98214,0.438235294
2022,MISSOURI,29,Gasconade,"1,600",980,620,647.4976,396.59228,250.90532,0.3875
2022,MISSOURI,29,Jefferson,900,320,580,364.2174,129.49952,234.71788,0.644444444
2022,MISSOURI,29,Lincoln,"7,500","4,930","2,570",3035.145,1995.10198,1040.04302,0.342666667
2022,MISSOURI,29,Montgomery,"13,100","8,920","4,180",5301.3866,3609.79912,1691.58748,0.319083969
2022,MISSOURI,29,Perry,"18,000","12,400","5,600",7284.348,5018.1064,2266.2416,0.311111111
2022,MISSOURI,29,St. Charles,"3,600","1,910","1,690",1456.8696,772.95026,683.91934,0.469444444
2022,MISSOURI,29,Warren,"2,800","1,780","1,020",1133.1208,720.34108,412.77972,0.364285714
2022,MISSOURI,29,Carroll,"7,000","4,810","2,190",2832.802,1946.53966,886.26234,0.312857143
2022,MISSOURI,29,Grundy,900,660,240,364.2174,267.09276,97.12464,0.266666667
2022,MISSOURI,29,Linn,"5,600","3,480","2,120",2266.2416,1408.30728,857.93432,0.378571429
2022,MISSOURI,29,Livingston,"4,000","2,670","1,330",1618.744,1080.51162,538.23238,0.3325
2022,MISSOURI,29,Randolph,"5,100","3,200","1,900",2063.8986,1294.9952,768.9034,0.37254902
2022,MISSOURI,29,Audrain,"19,500","13,700","5,800",7891.377,5544.1982,2347.1788,0.297435897
2022,MISSOURI,29,Knox,"2,100",880,"1,220",849.8406,356.12368,493.71692,0.580952381
2022,MISSOURI,29,Monroe,"6,300","4,190","2,110",2549.5218,1695.63434,853.88746,0.334920635
2022,MISSOURI,29,Pike,"6,200","4,350","1,850",2509.0532,1760.3841,748.6691,0.298387097
2022,MISSOURI,29,Shelby,"2,300","1,600",700,930.7778,647.4976,283.2802,0.304347826
2022,MISSOURI,29,Clay,"1,600","1,080",520,647.4976,437.06088,210.43672,0.325
2022,MISSOURI,29,Ray,"2,300","1,610",690,930.7778,651.54446,279.23334,0.3
2022,MISSOURI,29,Dunklin,"15,000","10,200","4,800",6070.29,4127.7972,1942.4928,0.32
2022,MISSOURI,29,Mississippi,"42,900","27,900","15,000",17361.0294,11290.7394,6070.29,0.34965035
2022,MISSOURI,29,New Madrid,"11,300","7,660","3,640",4572.9518,3099.89476,1473.05704,0.322123894
2022,MISSOURI,29,Pemiscot,"25,300","16,500","8,800",10238.5558,6677.319,3561.2368,0.347826087
2022,MISSOURI,29,Scott,"31,300","19,700","11,600",12666.6718,7972.3142,4694.3576,0.370607029
2022,MISSOURI,29,Dade,"18,200","12,400","5,800",7365.2852,5018.1064,2347.1788,0.318681319
2022,MISSOURI,29,Greene,"2,100",990,"1,110",849.8406,400.63914,449.20146,0.528571429
2022,MISSOURI,29,Jasper,"36,500","25,200","11,300",14771.039,10198.0872,4572.9518,0.309589041
2022,MISSOURI,29,Lawrence,"11,600","7,070","4,530",4694.3576,2861.13002,1833.22758,0.390517241
2022,MISSOURI,29,Newton,"7,500","5,220","2,280",3035.145,2112.46092,922.68408,0.304
2022,MISSOURI,29,Henry,"9,200","6,040","3,160",3723.1112,2444.30344,1278.80776,0.343478261
2022,MISSOURI,29,Lafayette,"4,700","3,190","1,510",1902.0242,1290.94834,611.07586,0.321276596
2022,MISSOURI,29,St. Clair,"7,100","4,900","2,200",2873.2706,1982.9614,890.3092,0.309859155
2022,MISSOURI,29,Vernon,"23,700","16,200","7,500",9591.0582,6555.9132,3035.145,0.316455696
2022,MONTANA,30,Broadwater,"11,900","11,900",0,4815.7634,4815.7634,0,0
2022,MONTANA,30,Cascade,"111,000","97,800","13,200",44920.146,39578.2908,5341.8552,0.118918919
2022,MONTANA,30,Fergus,"120,000","104,000","16,000",48562.32,42087.344,6474.976,0.133333333
2022,MONTANA,30,Judith Basin,"51,900","48,200","3,700",21003.2034,19505.8652,1497.3382,0.071290944
2022,MONTANA,30,Lewis and Clark,"7,500","4,850","2,650",3035.145,1962.7271,1072.4179,0.353333333
2022,MONTANA,30,Musselshell,"16,100","7,700","8,400",6515.4446,3116.0822,3399.3624,0.52173913
2022,MONTANA,30,Chouteau,"399,500","370,000","29,500",161672.057,149733.82,11938.237,0.073842303
2022,MONTANA,30,Glacier,"77,000","68,100","8,900",31160.822,27559.1166,3601.7054,0.115584416
2022,MONTANA,30,Hill,"262,000","235,500","26,500",106027.732,95303.553,10724.179,0.101145038
2022,MONTANA,30,Liberty,"127,000","101,500","25,500",51395.122,41075.629,10319.493,0.200787402
2022,MONTANA,30,Phillips,"30,900","27,000","3,900",12504.7974,10926.522,1578.2754,0.126213592
2022,MONTANA,30,Pondera,"117,000","102,300","14,700",47348.262,41399.3778,5948.8842,0.125641026
2022,MONTANA,30,Teton,"115,000","103,000","12,000",46538.89,41682.658,4856.232,0.104347826
2022,MONTANA,30,Toole,"84,100","61,300","22,800",34034.0926,24807.2518,9226.8408,0.271105826
2022,MONTANA,30,Garfield,"32,900","23,800","9,100",13314.1694,9631.5268,3682.6426,0.276595745
2022,MONTANA,30,Flathead,"8,600","8,000",600,3480.2996,3237.488,242.8116,0.069767442
2022,MONTANA,30,Lake,"2,300","2,300",0,930.7778,930.7778,0,0
2022,MONTANA,30,Big Horn,"87,400","84,900","2,500",35369.5564,34357.8414,1011.715,0.028604119
2022,MONTANA,30,Carbon,"3,100","2,900",200,1254.5266,1173.5894,80.9372,0.064516129
2022,MONTANA,30,Park,"2,700","2,600",100,1092.6522,1052.1836,40.4686,0.037037037
2022,MONTANA,30,Stillwater,"23,300","20,100","3,200",9429.1838,8134.1886,1294.9952,0.137339056
2022,MONTANA,30,Yellowstone,"71,500","68,800","2,700",28935.049,27842.3968,1092.6522,0.037762238
2022,MONTANA,30,Carter,"10,300","8,900","1,400",4168.2658,3601.7054,566.5604,0.13592233
2022,MONTANA,30,Fallon,"8,500","7,600",900,3439.831,3075.6136,364.2174,0.105882353
2022,MONTANA,30,Prairie,"4,400","3,800",600,1780.6184,1537.8068,242.8116,0.136363636
2022,MONTANA,30,Gallatin,"17,600","17,500",100,7122.4736,7082.005,40.4686,0.005681818
2022,NEBRASKA,31,Buffalo,"2,200","1,730",470,890.3092,700.10678,190.20242,0.213636364
2022,NEBRASKA,31,Custer,"3,700","3,220",480,1497.3382,1303.08892,194.24928,0.12972973
2022,NEBRASKA,31,Dawson,"1,700","1,420",280,687.9662,574.65412,113.31208,0.164705882
2022,NEBRASKA,31,Cass,600,490,110,242.8116,198.29614,44.51546,0.183333333
2022,NEBRASKA,31,Douglas,200,180,20,80.9372,72.84348,8.09372,0.1
2022,NEBRASKA,31,Lancaster,"1,200",950,250,485.6232,384.4517,101.1715,0.208333333
2022,NEBRASKA,31,Merrick,"1,000",880,120,404.686,356.12368,48.56232,0.12
2022,NEBRASKA,31,Saunders,900,790,110,364.2174,319.70194,44.51546,0.122222222
2022,NEBRASKA,31,Banner,"41,800","35,100","6,700",16915.8748,14204.4786,2711.3962,0.160287081
2022,NEBRASKA,31,Box Butte,"85,500","63,500","22,000",34600.653,25697.561,8903.092,0.257309942
2022,NEBRASKA,31,Cheyenne,"140,000","123,100","16,900",56656.04,49816.8466,6839.1934,0.120714286
2022,NEBRASKA,31,Dawes,"19,200","16,800","2,400",7769.9712,6798.7248,971.2464,0.125
2022,NEBRASKA,31,Deuel,"57,000","46,100","10,900",23067.102,18656.0246,4411.0774,0.19122807
2022,NEBRASKA,31,Garden,"32,000","25,200","6,800",12949.952,10198.0872,2751.8648,0.2125
2022,NEBRASKA,31,Kimball,"89,400","77,000","12,400",36178.9284,31160.822,5018.1064,0.138702461
2022,NEBRASKA,31,Morrill,"23,400","19,800","3,600",9469.6524,8012.7828,1456.8696,0.153846154
2022,NEBRASKA,31,Sheridan,"28,600","23,400","5,200",11574.0196,9469.6524,2104.3672,0.181818182
2022,NEBRASKA,31,Franklin,"4,800","3,910",890,1942.4928,1582.32226,360.17054,0.185416667
2022,NEBRASKA,31,Furnas,"26,300","22,900","3,400",10643.2418,9267.3094,1375.9324,0.129277567
2022,NEBRASKA,31,Gosper,"9,500","8,450","1,050",3844.517,3419.5967,424.9203,0.110526316
2022,NEBRASKA,31,Harlan,"16,300","14,300","2,000",6596.3818,5787.0098,809.372,0.122699387
2022,NEBRASKA,31,Kearney,"4,100","2,690","1,410",1659.2126,1088.60534,570.60726,0.343902439
2022,NEBRASKA,31,Webster,"12,500","11,100","1,400",5058.575,4492.0146,566.5604,0.112
2022,NEBRASKA,31,Clay,900,790,110,364.2174,319.70194,44.51546,0.122222222
2022,NEBRASKA,31,Gage,"4,900","4,330",570,1982.9614,1752.29038,230.67102,0.116326531
2022,NEBRASKA,31,Jefferson,"6,100","5,410",690,2468.5846,2189.35126,279.23334,0.113114754
2022,NEBRASKA,31,Johnson,"1,200","1,060",140,485.6232,428.96716,56.65604,0.116666667
2022,NEBRASKA,31,Nuckolls,"8,000","6,790","1,210",3237.488,2747.81794,489.67006,0.15125
2022,NEBRASKA,31,Otoe,600,530,70,242.8116,214.48358,28.32802,0.116666667
2022,NEBRASKA,31,Pawnee,"1,300","1,100",200,526.0918,445.1546,80.9372,0.153846154
2022,NEBRASKA,31,Richardson,600,530,70,242.8116,214.48358,28.32802,0.116666667
2022,NEBRASKA,31,Saline,"2,700","2,370",330,1092.6522,959.10582,133.54638,0.122222222
2022,NEBRASKA,31,Thayer,"5,500","4,870",630,2225.773,1970.82082,254.95218,0.114545455
2022,NEBRASKA,31,Chase,"34,000","28,600","5,400",13759.324,11574.0196,2185.3044,0.158823529
2022,NEBRASKA,31,Dundy,"28,400","23,400","5,000",11493.0824,9469.6524,2023.43,0.176056338
2022,NEBRASKA,31,Hitchcock,"50,900","43,600","7,300",20598.5174,17644.3096,2954.2078,0.143418468
2022,NEBRASKA,31,Lincoln,"6,700","5,150","1,550",2711.3962,2084.1329,627.2633,0.231343284
2022,NEBRASKA,31,Perkins,"70,900","61,900","9,000",28692.2374,25050.0634,3642.174,0.126939351
2022,NEBRASKA,31,Red Willow,"41,200","33,700","7,500",16673.0632,13637.9182,3035.145,0.182038835
2022,NORTH CAROLINA,37,Beaufort,"10,400","9,080","1,320",4208.7344,3674.54888,534.18552,0.126923077
2022,NORTH CAROLINA,37,Craven,"2,500","2,050",450,1011.715,829.6063,182.1087,0.18
2022,NORTH CAROLINA,37,Greene,"9,800","8,190","1,610",3965.9228,3314.37834,651.54446,0.164285714
2022,NORTH CAROLINA,37,Johnston,"9,400","5,990","3,410",3804.0484,2424.06914,1379.97926,0.362765957
2022,NORTH CAROLINA,37,Jones,"3,400","2,310","1,090",1375.9324,934.82466,441.10774,0.320588235
2022,NORTH CAROLINA,37,Lenoir,"8,100","5,590","2,510",3277.9566,2262.19474,1015.76186,0.309876543
2022,NORTH CAROLINA,37,Pitt,"10,400","6,750","3,650",4208.7344,2731.6305,1477.1039,0.350961538
2022,NORTH CAROLINA,37,Wayne,"15,400","12,400","3,000",6232.1644,5018.1064,1214.058,0.194805195
2022,NORTH CAROLINA,37,Catawba,"3,100","2,360",740,1254.5266,955.05896,299.46764,0.238709677
2022,NORTH CAROLINA,37,Chatham,"1,200",990,210,485.6232,400.63914,84.98406,0.175
2022,NORTH CAROLINA,37,Davidson,"3,500","2,660",840,1416.401,1076.46476,339.93624,0.24
2022,NORTH CAROLINA,37,Davie,"2,400","1,850",550,971.2464,748.6691,222.5773,0.229166667
2022,NORTH CAROLINA,37,Iredell,"10,400","8,000","2,400",4208.7344,3237.488,971.2464,0.230769231
2022,NORTH CAROLINA,37,Randolph,"6,500","5,810",690,2630.459,2351.22566,279.23334,0.106153846
2022,NORTH CAROLINA,37,Rowan,"10,400","7,970","2,430",4208.7344,3225.34742,983.38698,0.233653846
2022,NORTH CAROLINA,37,Wake,"2,500","1,890",610,1011.715,764.85654,246.85846,0.244
2022,NORTH CAROLINA,37,Bertie,"6,400","5,410",990,2589.9904,2189.35126,400.63914,0.1546875
2022,NORTH CAROLINA,37,Camden,"5,100","4,470",630,2063.8986,1808.94642,254.95218,0.123529412
2022,NORTH CAROLINA,37,Chowan,"4,900","3,150","1,750",1982.9614,1274.7609,708.2005,0.357142857
2022,NORTH CAROLINA,37,Currituck,"4,600","3,960",640,1861.5556,1602.55656,258.99904,0.139130435
2022,NORTH CAROLINA,37,Edgecombe,"8,600","5,520","3,080",3480.2996,2233.86672,1246.43288,0.358139535
2022,NORTH CAROLINA,37,Gates,"5,800","3,540","2,260",2347.1788,1432.58844,914.59036,0.389655172
2022,NORTH CAROLINA,37,Martin,"6,200","4,890","1,310",2509.0532,1978.91454,530.13866,0.211290323
2022,NORTH CAROLINA,37,Nash,"4,800","1,770","3,030",1942.4928,716.29422,1226.19858,0.63125
2022,NORTH CAROLINA,37,Northampton,"9,200","4,400","4,800",3723.1112,1780.6184,1942.4928,0.52173913
2022,NORTH CAROLINA,37,Pasquotank,"7,600","6,520","1,080",3075.6136,2638.55272,437.06088,0.142105263
2022,NORTH CAROLINA,37,Perquimans,"15,100","13,200","1,900",6110.7586,5341.8552,768.9034,0.125827815
2022,NORTH CAROLINA,37,Surry,"2,700","2,080",620,1092.6522,841.74688,250.90532,0.22962963
2022,NORTH CAROLINA,37,Yadkin,"4,000","3,220",780,1618.744,1303.08892,315.65508,0.195
2022,NORTH CAROLINA,37,Alamance,"2,200","1,700",500,890.3092,687.9662,202.343,0.227272727
2022,NORTH CAROLINA,37,Caswell,"1,600","1,210",390,647.4976,489.67006,157.82754,0.24375
2022,NORTH CAROLINA,37,Forsyth,"1,100",930,170,445.1546,376.35798,68.79662,0.154545455
2022,NORTH CAROLINA,37,Franklin,"7,800","6,710","1,090",3156.5508,2715.44306,441.10774,0.13974359
2022,NORTH CAROLINA,37,Granville,"2,900","1,710","1,190",1173.5894,692.01306,481.57634,0.410344828
2022,NORTH CAROLINA,37,Guilford,"4,500","3,880",620,1821.087,1570.18168,250.90532,0.137777778
2022,NORTH CAROLINA,37,Orange,"1,800",900,900,728.4348,364.2174,364.2174,0.5
2022,NORTH CAROLINA,37,Person,"9,200","7,970","1,230",3723.1112,3225.34742,497.76378,0.133695652
2022,NORTH CAROLINA,37,Rockingham,"4,300","3,560",740,1740.1498,1440.68216,299.46764,0.172093023
2022,NORTH CAROLINA,37,Stokes,600,150,450,242.8116,60.7029,182.1087,0.75
2022,NORTH CAROLINA,37,Vance,"2,100","1,740",360,849.8406,704.15364,145.68696,0.171428571
2022,NORTH CAROLINA,37,Bladen,"2,700","1,690","1,010",1092.6522,683.91934,408.73286,0.374074074
2022,NORTH CAROLINA,37,Columbus,"5,900","5,140",760,2387.6474,2080.08604,307.56136,0.128813559
2022,NORTH CAROLINA,37,Cumberland,"3,900","3,340",560,1578.2754,1351.65124,226.62416,0.143589744
2022,NORTH CAROLINA,37,Duplin,"18,000","15,200","2,800",7284.348,6151.2272,1133.1208,0.155555556
2022,NORTH CAROLINA,37,Harnett,"6,100","5,290",810,2468.5846,2140.78894,327.79566,0.132786885
2022,NORTH CAROLINA,37,Onslow,"3,600","3,080",520,1456.8696,1246.43288,210.43672,0.144444444
2022,NORTH CAROLINA,37,Robeson,"26,000","22,200","3,800",10521.836,8984.0292,1537.8068,0.146153846
2022,NORTH CAROLINA,37,Sampson,"13,500","11,400","2,100",5463.261,4613.4204,849.8406,0.155555556
2022,NORTH CAROLINA,37,Scotland,"4,400","3,790",610,1780.6184,1533.75994,246.85846,0.138636364
2022,NORTH CAROLINA,37,Anson,"11,900","10,300","1,600",4815.7634,4168.2658,647.4976,0.134453782
2022,NORTH CAROLINA,37,Cabarrus,"3,200","2,540",660,1294.9952,1027.90244,267.09276,0.20625
2022,NORTH CAROLINA,37,Cleveland,"6,700","5,590","1,110",2711.3962,2262.19474,449.20146,0.165671642
2022,NORTH CAROLINA,37,Gaston,"1,400",930,470,566.5604,376.35798,190.20242,0.335714286
2022,NORTH CAROLINA,37,Lincoln,"4,000","3,230",770,1618.744,1307.13578,311.60822,0.1925
2022,NORTH CAROLINA,37,Moore,"2,200","1,200","1,000",890.3092,485.6232,404.686,0.454545455
2022,NORTH CAROLINA,37,Stanly,"11,300","8,490","2,810",4572.9518,3435.78414,1137.16766,0.248672566
2022,NORTH CAROLINA,37,Union,"52,500","45,800","6,700",21246.015,18534.6188,2711.3962,0.127619048
2022,NORTH DAKOTA,38,Kidder,"2,100","1,780",320,849.8406,720.34108,129.49952,0.152380952
2022,NORTH DAKOTA,38,Barnes,"1,700","1,550",150,687.9662,627.2633,60.7029,0.088235294
2022,NORTH DAKOTA,38,Cass,"1,300","1,180",120,526.0918,477.52948,48.56232,0.092307692
2022,NORTH DAKOTA,38,Renville,"4,000","3,640",360,1618.744,1473.05704,145.68696,0.09
2022,NORTH DAKOTA,38,Burleigh,"4,200","3,840",360,1699.6812,1553.99424,145.68696,0.085714286
2022,NORTH DAKOTA,38,Emmons,"5,500","5,000",500,2225.773,2023.43,202.343,0.090909091
2022,NORTH DAKOTA,38,McIntosh,"3,700","3,380",320,1497.3382,1367.83868,129.49952,0.086486486
2022,NORTH DAKOTA,38,Ransom,"1,000",910,90,404.686,368.26426,36.42174,0.09
2022,NORTH DAKOTA,38,Adams,"8,100","7,570",530,3277.9566,3063.47302,214.48358,0.065432099
2022,NORTH DAKOTA,38,Billings,"1,200","1,050",150,485.6232,424.9203,60.7029,0.125
2022,NORTH DAKOTA,38,Dunn,"5,100","4,650",450,2063.8986,1881.7899,182.1087,0.088235294
2022,OHIO,39,Delaware,"5,700","5,380",320,2306.7102,2177.21068,129.49952,0.056140351
2022,OHIO,39,Fairfield,"6,600","6,010",590,2670.9276,2432.16286,238.76474,0.089393939
2022,OHIO,39,Fayette,"9,300","8,770",530,3763.5798,3549.09622,214.48358,0.056989247
2022,OHIO,39,Knox,"4,200","3,780",420,1699.6812,1529.71308,169.96812,0.1
2022,OHIO,39,Madison,"8,400","7,910",490,3399.3624,3201.06626,198.29614,0.058333333
2022,OHIO,39,Marion,"6,000","5,580",420,2428.116,2258.14788,169.96812,0.07
2022,OHIO,39,Morrow,"9,200","8,240",960,3723.1112,3334.61264,388.49856,0.104347826
2022,OHIO,39,Pickaway,"11,200","10,600",600,4532.4832,4289.6716,242.8116,0.053571429
2022,OHIO,39,Ross,"6,700","6,310",390,2711.3962,2553.56866,157.82754,0.058208955
2022,OHIO,39,Union,"11,600","10,900",700,4694.3576,4411.0774,283.2802,0.060344828
2022,OHIO,39,Coshocton,"1,200","1,130",70,485.6232,457.29518,28.32802,0.058333333
2022,OHIO,39,Holmes,"1,300","1,200",100,526.0918,485.6232,40.4686,0.076923077
2022,OHIO,39,Tuscarawas,"2,500","1,890",610,1011.715,764.85654,246.85846,0.244
2022,OHIO,39,Ashland,"6,500","6,080",420,2630.459,2460.49088,169.96812,0.064615385
2022,OHIO,39,Crawford,"12,600","11,900",700,5099.0436,4815.7634,283.2802,0.055555556
2022,OHIO,39,Erie,"8,500","7,870",630,3439.831,3184.87882,254.95218,0.074117647
2022,OHIO,39,Huron,"18,200","17,100","1,100",7365.2852,6920.1306,445.1546,0.06043956
2022,OHIO,39,Lorain,"5,200","4,820",380,2104.3672,1950.58652,153.78068,0.073076923
2022,OHIO,39,Ottawa,"3,600","2,870",730,1456.8696,1161.44882,295.42078,0.202777778
2022,OHIO,39,Richland,"6,600","5,870",730,2670.9276,2375.50682,295.42078,0.110606061
2022,OHIO,39,Sandusky,"10,100","9,340",760,4087.3286,3779.76724,307.56136,0.075247525
2022,OHIO,39,Wyandot,"12,300","11,600",700,4977.6378,4694.3576,283.2802,0.056910569
2022,OHIO,39,Columbiana,"5,900","5,550",350,2387.6474,2246.0073,141.6401,0.059322034
2022,OHIO,39,Geauga,600,550,50,242.8116,222.5773,20.2343,0.083333333
2022,OHIO,39,Medina,"3,800","3,470",330,1537.8068,1404.26042,133.54638,0.086842105
